 , , , , , , , , , 
,,,,,,,,,
Category,Discipline,Subject,SourceType,ISSN,PublicationName,IndexingStart,IndexingStop,FullTextStart,FullTextStop
Science,Life Sciences,Wildflowers & Native Plants,Academic Journal,1522-8339,Native Plants Journal (University of Wisconsin Press),04/01/2011,,04/01/2011,
Social Sciences & Humanities,Area Studies,Aboriginal Studies,Academic Journal,0831-585X,Native Studies Review,11/01/2003,,07/01/2004,
Science,Science (General),Science (General),Academic Journal,0028-0836,Nature,02/01/1989,,06/01/1997,
Science,Earth & Atmospheric Sciences,Earth & Atmospheric Sciences,Academic Journal,1558-6073,Nature & Culture,09/01/2006,,09/01/2006,
Social Sciences & Humanities,Ethnic & Cultural Studies,Ethnic & Cultural Studies,Academic Journal,1558-6073,Nature & Culture,09/01/2006,,09/01/2006,
Science,Life Sciences,Life Sciences,Academic Journal,1558-6073,Nature & Culture,09/01/2006,,09/01/2006,
Science,Life Sciences,Sleep Science,Academic Journal,1179-1608,Nature & Science of Sleep,05/01/2012,,05/01/2012,
Health & Medicine,Clinical Specialties,Sleep Science,Academic Journal,1179-1608,Nature & Science of Sleep,05/01/2012,,05/01/2012,
Technology,Biotechnology,Biotechnology,Academic Journal,1087-0156,Nature Biotechnology,11/01/1998,,11/01/1998,
Science,Life Sciences,Biotechnology,Academic Journal,1087-0156,Nature Biotechnology,11/01/1998,,11/01/1998,
Science,Life Sciences,Histology,Academic Journal,1465-7392,Nature Cell Biology,05/01/1999,,05/01/1999,
Health & Medicine,Medical Sciences,Histology,Academic Journal,1465-7392,Nature Cell Biology,05/01/1999,,05/01/1999,
Science,Chemistry,Biochemistry,Academic Journal,1552-4450,Nature Chemical Biology,06/01/2005,,06/01/2005,
Science,Life Sciences,Biochemistry,Academic Journal,1552-4450,Nature Chemical Biology,06/01/2005,,06/01/2005,
Science,Chemistry,Chemistry,Academic Journal,1755-4330,Nature Chemistry,04/01/2009,,04/01/2009,
Science,Life Sciences,Genetics & Genomics,Academic Journal,1061-4036,Nature Genetics,06/01/1998,,06/01/1998,
Health & Medicine,Medical Sciences,Genetics & Genomics,Academic Journal,1061-4036,Nature Genetics,06/01/1998,,06/01/1998,
Health & Medicine,Medical Sciences,Immunology,Academic Journal,1529-2908,Nature Immunology,07/01/2000,,07/01/2000,
Technology,Engineering,Materials Engineering,Academic Journal,1476-1122,Nature Materials,09/01/2004,,09/01/2004,
Health & Medicine,Health & Medicine (General),Health & Medicine (General),Academic Journal,1078-8956,Nature Medicine,09/01/1998,,09/01/1998,
Science,Life Sciences,Life Sciences,Academic Journal,1548-7091,Nature Methods,10/01/2004,,10/01/2004,
Technology,Microtechnology & Nanotechnology,Nanotechnology,Academic Journal,1748-3387,Nature Nanotechnology,10/01/2006,,10/01/2006,
Health & Medicine,Medical Sciences,Neurology,Academic Journal,1097-6256,Nature Neuroscience,05/01/1998,,05/01/1998,
Health & Medicine,Clinical Specialties,Neurology,Academic Journal,1097-6256,Nature Neuroscience,05/01/1998,,05/01/1998,
Science,Physics,Photonics,Academic Journal,1749-4885,Nature Photonics,01/01/2007,,01/01/2007,
Science,Physics,Physics,Academic Journal,1745-2473,Nature Physics,10/01/2005,,10/01/2005,
Health & Medicine,Clinical Specialties,Oncology,Academic Journal,1474-175X,Nature Reviews Cancer,10/01/2001,,10/01/2001,
Science,Chemistry,Pharmacology,Academic Journal,1474-1776,Nature Reviews Drug Discovery,01/01/2002,,01/01/2002,
Health & Medicine,Medical Sciences,Pharmacology,Academic Journal,1474-1776,Nature Reviews Drug Discovery,01/01/2002,,01/01/2002,
Science,Life Sciences,Genetics & Genomics,Academic Journal,1471-0056,Nature Reviews Genetics,10/01/2000,,10/01/2000,
Health & Medicine,Medical Sciences,Genetics & Genomics,Academic Journal,1471-0056,Nature Reviews Genetics,10/01/2000,,10/01/2000,
Health & Medicine,Medical Sciences,Immunology,Academic Journal,1474-1733,Nature Reviews Immunology,10/01/2001,,10/01/2001,
Science,Life Sciences,Microbiology,Academic Journal,1740-1526,Nature Reviews Microbiology,05/01/2004,,05/01/2004,
Health & Medicine,Medical Sciences,Microbiology,Academic Journal,1740-1526,Nature Reviews Microbiology,05/01/2004,,05/01/2004,
Science,Life Sciences,Histology,Academic Journal,1471-0072,Nature Reviews Molecular Cell Biology,10/01/2000,,10/01/2000,
Health & Medicine,Medical Sciences,Histology,Academic Journal,1471-0072,Nature Reviews Molecular Cell Biology,10/01/2000,,10/01/2000,
Science,Chemistry,Molecular Biology,Academic Journal,1471-0072,Nature Reviews Molecular Cell Biology,10/01/2000,,10/01/2000,
Science,Life Sciences,Molecular Biology,Academic Journal,1471-0072,Nature Reviews Molecular Cell Biology,10/01/2000,,10/01/2000,
Health & Medicine,Medical Sciences,Molecular Biology,Academic Journal,1471-0072,Nature Reviews Molecular Cell Biology,10/01/2000,,10/01/2000,
Health & Medicine,Medical Sciences,Neurology,Academic Journal,1471-003X,Nature Reviews Neuroscience,10/01/2000,,10/01/2000,
Health & Medicine,Clinical Specialties,Neurology,Academic Journal,1471-003X,Nature Reviews Neuroscience,10/01/2000,,10/01/2000,
Science,Chemistry,Structural Biology,Academic Journal,1545-9993,Nature Structural & Molecular Biology,01/01/2004,,01/01/2004,
Science,Life Sciences,Structural Biology,Academic Journal,1545-9993,Nature Structural & Molecular Biology,01/01/2004,,01/01/2004,
Science,Physics,Structural Biology,Academic Journal,1545-9993,Nature Structural & Molecular Biology,01/01/2004,,01/01/2004,
Health & Medicine,Medical Sciences,Structural Biology,Academic Journal,1545-9993,Nature Structural & Molecular Biology,01/01/2004,,01/01/2004,
Science,Chemistry,Structural Biology,Academic Journal,1072-8368,Nature Structural Biology,07/01/1998,12/31/2003,07/01/1998,12/31/2003
Science,Life Sciences,Structural Biology,Academic Journal,1072-8368,Nature Structural Biology,07/01/1998,12/31/2003,07/01/1998,12/31/2003
Science,Physics,Structural Biology,Academic Journal,1072-8368,Nature Structural Biology,07/01/1998,12/31/2003,07/01/1998,12/31/2003
Health & Medicine,Medical Sciences,Structural Biology,Academic Journal,1072-8368,Nature Structural Biology,07/01/1998,12/31/2003,07/01/1998,12/31/2003
Politics & Government,Political Systems & Philosophies,Communism & Socialism,Academic Journal,0890-6130,"Nature, Society & Thought",01/01/2001,07/31/2007,04/01/2005,07/31/2007
History,Topical History,Communism & Socialism,Academic Journal,0890-6130,"Nature, Society & Thought",01/01/2001,07/31/2007,04/01/2005,07/31/2007
Religion & Philosophy,Philosophy Branches,Communism & Socialism,Academic Journal,0890-6130,"Nature, Society & Thought",01/01/2001,07/31/2007,04/01/2005,07/31/2007
Politics & Government,Military History & Science,Naval History & Science,Academic Journal,0028-1484,Naval War College Review,07/01/1998,,01/01/1999,
History,Topical History,Naval History & Science,Academic Journal,0028-1484,Naval War College Review,07/01/1998,,01/01/1999,
History,Archaeology,Archaeology,Academic Journal,1094-2076,Near Eastern Archaeology,03/01/1998,,03/01/2001,
Religion & Philosophy,Islam,Middle Eastern & Islamic Studies,Academic Journal,1094-2076,Near Eastern Archaeology,03/01/1998,,03/01/2001,
Social Sciences & Humanities,Area Studies,Middle Eastern & Islamic Studies,Academic Journal,1094-2076,Near Eastern Archaeology,03/01/1998,,03/01/2001,
Technology,Engineering,Engineering,Academic Journal,1023-3873,NED University Journal of Research,12/01/2010,,12/01/2010,
Technology,Technology (General),Technology (General),Academic Journal,1023-3873,NED University Journal of Research,12/01/2010,,12/01/2010,
General Interest,Ethnic Group Interest,Black & African American Interest,Academic Journal,0548-1457,Negro Educational Review,01/01/2003,,01/01/2003,
Education,Education (General),Education (General),Academic Journal,0548-1457,Negro Educational Review,01/01/2003,,01/01/2003,
Science,Life Sciences,Nematology,Academic Journal,1388-5545,Nematology,02/01/1999,,02/01/1999,
Science,Earth & Atmospheric Sciences,Invasive Species,Academic Journal,1619-0033,NeoBiota,01/01/2010,,01/01/2010,
Science,Life Sciences,Invasive Species,Academic Journal,1619-0033,NeoBiota,01/01/2010,,01/01/2010,
Health & Medicine,Clinical Specialties,Oncology,Academic Journal,1522-8002,Neoplasia,04/01/1999,,04/01/1999,12/31/2002
Technology,Biotechnology,Biotechnology,Academic Journal,2091-1130,Nepal Journal of Biotechnology,01/01/2011,,01/01/2011,
Science,Life Sciences,Biotechnology,Academic Journal,2091-1130,Nepal Journal of Biotechnology,01/01/2011,,01/01/2011,
Science,Life Sciences,Epidemiology,Academic Journal,2091-0800,Nepal Journal of Epidemiology,04/01/2012,,04/01/2012,
Politics & Government,Public Health,Epidemiology,Academic Journal,2091-0800,Nepal Journal of Epidemiology,04/01/2012,,04/01/2012,
Health & Medicine,Public Health,Epidemiology,Academic Journal,2091-0800,Nepal Journal of Epidemiology,04/01/2012,,04/01/2012,
Social Sciences & Humanities,Public Health,Epidemiology,Academic Journal,2091-0800,Nepal Journal of Epidemiology,04/01/2012,,04/01/2012,
Health & Medicine,Clinical Specialties,Gynecology,Academic Journal,1999-8546,Nepal Journal of Obstetrics & Gynaecology,12/01/2011,,12/01/2011,
Health & Medicine,Clinical Specialties,Obstetrics,Academic Journal,1999-8546,Nepal Journal of Obstetrics & Gynaecology,12/01/2011,,12/01/2011,
Science,Science (General),Qualitative Research,Academic Journal,2071-3258,Nepalese Journal of Qualitative Research Methods,12/01/2009,,12/01/2009,
Social Sciences & Humanities,Social Sciences & Humanities (General),Social Sciences & Humanities (General),Academic Journal,1527-0858,Nepantla: Views from South,01/01/2000,09/30/2003,01/01/2000,09/30/2003
Health & Medicine,Clinical Specialties,Urology & Nephrology,Academic Journal,2251-7006,Nephro-Urology Monthly,05/01/2011,,05/01/2011,
Health & Medicine,Clinical Specialties,Urology & Nephrology,Academic Journal,1320-5358,Nephrology,01/01/2000,,01/01/2000,
Health & Medicine,Nursing,Nursing,Academic Journal,1526-744X,Nephrology Nursing Journal,07/01/2001,,08/01/2001,
Health & Medicine,Clinical Specialties,Urology & Nephrology,Academic Journal,1526-744X,Nephrology Nursing Journal,07/01/2001,,08/01/2001,
Health & Medicine,Clinical Specialties,Urology & Nephrology,Academic Journal,2035-8261,Nephrology Reviews,01/01/2009,,01/01/2009,
Politics & Government,Law,International Law,Academic Journal,0165-070X,Netherlands International Law Review,05/01/2007,,05/01/2009,
Social Sciences & Humanities,Law,International Law,Academic Journal,0165-070X,Netherlands International Law Review,05/01/2007,,05/01/2009,
Science,Life Sciences,Zoology,Academic Journal,0028-2960,Netherlands Journal of Zoology,02/01/1999,06/30/2003,02/01/1999,06/30/2003
Religion & Philosophy,Christianity,Lutheran Church,Academic Journal,0028-3517,Neue Zeitschrift für Systematische Theologie und Religionsphilosophie,03/01/2009,,03/01/2009,
Science,Artificial Intelligence,Neural Computation,Academic Journal,0899-7667,Neural Computation,01/01/1997,,01/01/1997,
Technology,Computer Science,Neural Computation,Academic Journal,0899-7667,Neural Computation,01/01/1997,,01/01/1997,
Science,Artificial Intelligence,Neural Computation,Academic Journal,0941-0643,Neural Computing & Applications,01/01/1999,,01/01/1999,
Technology,Computer Science,Neural Computation,Academic Journal,0941-0643,Neural Computing & Applications,01/01/1999,,01/01/1999,
Health & Medicine,Medical Sciences,Neurology,Academic Journal,1749-8104,Neural Development,01/01/2006,,01/01/2006,
Health & Medicine,Clinical Specialties,Neurology,Academic Journal,1749-8104,Neural Development,01/01/2006,,01/01/2006,
Social Sciences & Humanities,Psychology,Abnormal Psychology,Academic Journal,2090-5904,Neural Plasticity,01/01/2007,,01/01/2007,
Health & Medicine,Clinical Specialties,Abnormal Psychology,Academic Journal,2090-5904,Neural Plasticity,01/01/2007,,01/01/2007,
Health & Medicine,Medical Sciences,Neurology,Academic Journal,2090-5904,Neural Plasticity,01/01/2007,,01/01/2007,
Health & Medicine,Clinical Specialties,Neurology,Academic Journal,2090-5904,Neural Plasticity,01/01/2007,,01/01/2007,
Technology,Computer Science,Computational Neuroscience,Academic Journal,2042-1001,Neural Systems & Circuits,01/01/2012,,01/01/2012,
Health & Medicine,Medical Sciences,Computational Neuroscience,Academic Journal,2042-1001,Neural Systems & Circuits,01/01/2012,,01/01/2012,
Health & Medicine,Clinical Specialties,Computational Neuroscience,Academic Journal,2042-1001,Neural Systems & Circuits,01/01/2012,,01/01/2012,
Health & Medicine,Clinical Specialties,Ophthalmology,Academic Journal,0165-8107,Neuro-Ophthalmology,07/01/1998,,08/01/1998,
Health & Medicine,Medical Sciences,Neurology,Academic Journal,0165-8107,Neuro-Ophthalmology,07/01/1998,,08/01/1998,
Health & Medicine,Clinical Specialties,Neurology,Academic Journal,0165-8107,Neuro-Ophthalmology,07/01/1998,,08/01/1998,
Health & Medicine,Medical Sciences,Neurology,Academic Journal,1355-4794,Neurocase (Psychology Press),02/01/2003,,02/01/2003,
Health & Medicine,Clinical Specialties,Neurology,Academic Journal,1355-4794,Neurocase (Psychology Press),02/01/2003,,02/01/2003,
Health & Medicine,Medical Sciences,Neurology,Academic Journal,2164-6821,Neurodiagnostic Journal,03/01/2012,,03/01/2012,
Health & Medicine,Clinical Specialties,Neurology,Academic Journal,2164-6821,Neurodiagnostic Journal,03/01/2012,,03/01/2012,
Technology,Medical Technology,Electroneurodiagnostic Technology,Academic Journal,2164-6821,Neurodiagnostic Journal,03/01/2012,,03/01/2012,
Health & Medicine,Medical Technology,Electroneurodiagnostic Technology,Academic Journal,2164-6821,Neurodiagnostic Journal,03/01/2012,,03/01/2012,
Health & Medicine,Medical Sciences,Electroneurodiagnostic Technology,Academic Journal,2164-6821,Neurodiagnostic Journal,03/01/2012,,03/01/2012,
Health & Medicine,Clinical Specialties,Electroneurodiagnostic Technology,Academic Journal,2164-6821,Neurodiagnostic Journal,03/01/2012,,03/01/2012,
Health & Medicine,Clinical Specialties,Gastroenterology,Academic Journal,1350-1925,Neurogastroenterology & Motility,11/01/1998,,11/01/1998,
Health & Medicine,Medical Sciences,Neurology,Academic Journal,1350-1925,Neurogastroenterology & Motility,11/01/1998,,11/01/1998,
Health & Medicine,Clinical Specialties,Neurology,Academic Journal,1350-1925,Neurogastroenterology & Motility,11/01/1998,,11/01/1998,
Health & Medicine,Medical Sciences,Neurology,Academic Journal,1590-1874,Neurological Sciences,02/01/2000,,02/01/2000,
Health & Medicine,Clinical Specialties,Neurology,Academic Journal,1590-1874,Neurological Sciences,02/01/2000,,02/01/2000,
Health & Medicine,Medical Sciences,Neurology,Academic Journal,1392-3064,Neurologijos Seminarai,03/01/2007,,03/01/2007,
Health & Medicine,Clinical Specialties,Neurology,Academic Journal,1392-3064,Neurologijos Seminarai,03/01/2007,,03/01/2007,
Health & Medicine,Medical Sciences,Neurology,Academic Journal,1538-4098,Neurology & Clinical Neurophysiology,03/01/2000,12/31/2002,03/01/2000,12/31/2002
Health & Medicine,Clinical Specialties,Neurology,Academic Journal,1538-4098,Neurology & Clinical Neurophysiology,03/01/2000,12/31/2002,03/01/2000,12/31/2002
Health & Medicine,Medical Sciences,Physiology,Academic Journal,1538-4098,Neurology & Clinical Neurophysiology,03/01/2000,12/31/2002,03/01/2000,12/31/2002
Health & Medicine,Medical Sciences,Neurology,Academic Journal,1823-6138,Neurology Asia,12/01/2008,,12/01/2008,
Health & Medicine,Clinical Specialties,Neurology,Academic Journal,1823-6138,Neurology Asia,12/01/2008,,12/01/2008,
Health & Medicine,Medical Sciences,Neurology,Academic Journal,0028-3886,Neurology India,03/01/2003,,03/01/2003,
Health & Medicine,Clinical Specialties,Neurology,Academic Journal,0028-3886,Neurology India,03/01/2003,,03/01/2003,
Health & Medicine,Medical Sciences,Neurology,Academic Journal,2035-8377,Neurology International,01/01/2009,,01/01/2009,
Health & Medicine,Clinical Specialties,Neurology,Academic Journal,2035-8377,Neurology International,01/01/2009,,01/01/2009,
Health & Medicine,Medical Sciences,Neurology,Academic Journal,2090-1852,Neurology Research International,01/01/2010,,01/01/2010,
Health & Medicine,Clinical Specialties,Neurology,Academic Journal,2090-1852,Neurology Research International,01/01/2010,,01/01/2010,
Health & Medicine,Medical Sciences,Neurology,Academic Journal,1094-7159,Neuromodulation,01/01/1998,,01/01/1998,
Health & Medicine,Clinical Specialties,Neurology,Academic Journal,1094-7159,Neuromodulation,01/01/1998,,01/01/1998,
Science,Life Sciences,Neuropathology,Academic Journal,0919-6544,Neuropathology,01/01/1998,,03/01/1998,
Health & Medicine,Medical Sciences,Neuropathology,Academic Journal,0919-6544,Neuropathology,01/01/1998,,03/01/1998,
Health & Medicine,Clinical Specialties,Neuropathology,Academic Journal,0919-6544,Neuropathology,01/01/1998,,03/01/1998,
